dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0001675,"Highland-lowland conflict over natural resources: a case of Mae Soi, Chiang Mai, Thailand.",complete,REVIEW,topic_unclear,drought,Interviews note perceived drought and water reduction driving highland-lowland conflict.,"{""drought"":""EXCLUDE""}","{""drought"":""wrong_outcome""}",title_abstract,,
D0001681,The Kings Cross fire: psychological reactions.,complete,REVIEW,topic_unclear,,Railway fire survivors' psychological reactions; no registered environmental hazard topic.,{},{},title_abstract,,
D0001726,"Schizophrenia, smoking, and smog.",complete,REVIEW,topic_unclear,,"No registered hazard topic; discusses schizophrenia, smoking, and smog.",{},{},title_abstract,,
D0001730,Seasonality of birth in schizophrenia in Taiwan,complete,REVIEW,topic_unclear,,Study examines seasonality of schizophrenia births; cold/hot months but no named hazard topic.,{},{},title_abstract,,
D0001731,Environmental exposures: psychological stress.,complete,REVIEW,title_only_unclear,,Title suggests environmental exposures and psychological stress; insufficient information.,{},{},title_only,REVIEW,NA
D0001757,Carboxyhemoglobin blood concentrations in suicides by fire.,complete,REVIEW,topic_unclear,,Forensic study of self-immolation suicides; no environmental hazard topic present; mental health signal present.,{},{},title_abstract,,
D0001768,"Demographic characteristics, fire experiences, and distress of residential fire survivors.",complete,REVIEW,topic_unclear,,Residential fire survivor distress; no registered natural hazard topic.,{},{},title_abstract,,
D0001776,Received and perceived social support in times of stress: a test of the social support deterioration deterrence model.,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Longitudinal post-disaster data without pre-event baseline; exposure severity assessed.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0001787,Symptoms of posttraumatic stress in children after Hurricane Andrew: A prospective study,complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Prospective study of PTSD after Hurricane Andrew, but no pre-event baseline; design ambiguous.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0001795,Dissociative responses in the immediate aftermath of the Oakland/Berkeley firestorm.,complete,REVIEW,eligibility_unclear,wildfire,wildfire: REVIEW - Firestorm exposure and dissociative symptoms; outcome eligibility and cross-sectional design are ambiguous.,"{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0001827,Transpiration of a 64-year-old maritime pine stand in Portugal. 1. Seasonal course of water flux through maritime pine,complete,REVIEW,topic_unclear,drought,"Study of pine transpiration during summer drought; drought mentioned as context, not hazard.","{""drought"":""EXCLUDE""}","{""drought"":""not_human_empirical""}",title_abstract,,
D0001835,Stress-induced hemodynamic and hemostatic changes in patients with systemic hypertension: Effect of verapamil,complete,REVIEW,topic_unclear,temperature,"Study evaluates responses to cold pressor test; acute cold stressor, not environmental; human patients.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0001854,"Acute stress disorder, subsequent posttraumatic stress disorder and depression after a series of typhoons.",complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Post-typhoon cohort without pre-event baseline or exposure contrast, requiring review","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0001863,Posttraumatic stress reactions in volunteer firefighters.,complete,REVIEW,topic_unclear,,Firefighter PTSD study; no named hazard topic mentioned.,{},{},title_abstract,,
D0001865,Impact of a natural disaster on preschool children: Adjustment 14 months after a hurricane,complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Hurricane Hugo exposure and child anxiety/behavior outcomes clearly present, but design timing ambiguous.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0001867,Gene-environment interaction in schizophrenia: season-of-birth effect reveals etiologically different subgroups.,complete,REVIEW,topic_unclear,temperature,Season-of-birth schizophrenia study linking cold season to fetal brain development suggests possible temperature exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0001872,"Authoritarianism, inner/other directedness, and sensation seeking in firefighter/paramedics: their relationship with burnout.",complete,REVIEW,topic_unclear,,Occupational burnout study in firefighters/paramedics; no natural hazard topic mentioned.,{},{},title_abstract,,
D0001900,Perceptions of environmental stressors in the neonatal unit.,complete,REVIEW,topic_unclear,temperature,"NICU maternal stress study; heat intensity reported as stressor, but indoor exposure is ambiguous temperature topic.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0001904,Genes and politics.,complete,REVIEW,title_only_unclear,,Title unclear; no evident climate hazard or mental-health outcome,{},{},title_only,REVIEW,NA
D0001927,Posttraumatic symptomatology in children and adolescents after an industrial fire,complete,REVIEW,topic_unclear,,Industrial fire with posttraumatic symptoms; no registered hazard topic present.,{},{},title_abstract,,
D0001948,Status and development of critical incident stress management services in the United Kingdom National Health Service and other emergency services combined: 1993-1996.,complete,REVIEW,topic_unclear,,No named hazard; discusses critical incident stress management services after major incidents.,{},{},title_abstract,,
D0001976,Mesoprefrontal dopaminergic neurons: Can tyrosine availability influence their functions?,complete,REVIEW,topic_unclear,temperature,Manufactured cold stress paradigm used; temperature routed as potential wrong exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0001993,Mass hysteria in an Arab culture.,complete,REVIEW,topic_unclear,,Mass hysteria triggered by false fire alarm; no registered natural hazard topic.,{},{},title_abstract,,
D0002001,Acute respiratory illnesses in the first 18 months of life,complete,REVIEW,topic_unclear,temperature,Study of ARI risk factors mentions birth in cold season; possible ambient cold exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0002036,Exposure to duty-related incident stressors in urban firefighters and paramedics,complete,REVIEW,topic_unclear,,"Firefighter/paramedic occupational stress study with PTSD symptoms, no named environmental hazard.",{},{},title_abstract,,
D0002046,Plasma norepinephrine response to a cold pressor test in subtypes of depressive illness,complete,REVIEW,topic_unclear,temperature,"Cold pressor test used as stressor in depression study; not environmental heat/cold, but manufactured thermal exposure.","{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0002047,A cross-cultural study of reactivation of posttraumatic stress disorder symptoms: American and Cambodian psychophysiological response to viewing traumatic video scenes.,complete,REVIEW,topic_unclear,,"PTSD psychophysiology study using video scenes including hurricane as stimuli, not examining hazard exposure.",{},{},title_abstract,,
D0002084,Wei han zheng (frigophobia): A culture-related psychiatric syndrome,complete,REVIEW,topic_unclear,,"Psychiatric case report of frigophobia, no environmental hazard exposure; requires human topic review.",{},{},title_abstract,,
D0002117,Cognitive and behavioral responses to illness information: The role of health anxiety,complete,REVIEW,topic_unclear,temperature,Health anxiety experimental study uses manufactured cold exposure; no named climate hazard.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0002138,L-arginine and insulin-tolerance tests in the diagnosis of adult growth hormone deficiency: influence of confounding factors.,complete,REVIEW,topic_unclear,temperature,Study tests mild heat exposure as confounding factor affecting GH stimulation tests; not environmental health.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0002203,Appraisal and coping responses to pain and stress in migraine headache sufferers,complete,REVIEW,topic_unclear,temperature,Migraine stress study uses cold pressor and coping measures; no natural hazard topics beyond manufactured cold exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0002204,The spectrum of illness during heat waves.,complete,REVIEW,title_only_unclear,,Title suggests heat wave exposure but no mention of mental health outcome or empirical design; insufficient information.,{},{},title_only,REVIEW,NA
D0002209,Effects of negative life experiences on phobia onset,complete,REVIEW,topic_unclear,flood|wildfire,Phobia study; fire/flood named as negative life event; mental health outcomes in humans.,"{""flood"":""REVIEW"",""wildfire"":""EXCLUDE""}","{""flood"":""NA"",""wildfire"":""wrong_exposure""}",title_abstract,,
D0002214,Patients' perceptions of intensive care.,complete,REVIEW,topic_unclear,temperature,Patients recall heat and cold in ICU; no other natural hazard topics.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0002217,"Daily hospital respiratory admissions and winter air mass types, Birmingham, UK.",complete,REVIEW,topic_unclear,temperature,Study links winter air mass types to respiratory admissions; cold air masses suggest possible temperature exposure.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
D0002234,"Diarrheal disease risk in Matlab, Bangladesh",complete,REVIEW,topic_unclear,flood,"Study on diarrheal disease risk mentions flood-control and Flood Action Plan, suggesting possible flood-related exposure.","{""flood"":""EXCLUDE""}","{""flood"":""wrong_outcome""}",title_abstract,,
D0002255,"Head and neck dermatitis: The role of Malassezia furfur, topical steroid use and environmental factors in its causation",complete,REVIEW,topic_unclear,temperature,Dermatitis study mentions heat as aggravator; ambiguous environmental temperature link.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_outcome""}",title_abstract,,
D0002260,Unintentional poisoning hospitalisations among young children in Victoria,complete,REVIEW,topic_unclear,,No environmental hazard topic; study on childhood poisoning hospitalizations.,{},{},title_abstract,,
D0002295,"Stability and change in stress, resources, and psychological distress following natural disaster: Findings from Hurricane Andrew",complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Repeated post-event follow-up without pre-event baseline; unclear if hazard-outcome contrast estimable.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0002300,Out in the cold.,complete,REVIEW,title_only_unclear,,Title is ambiguous and no abstract is available.,{},{},title_only,REVIEW,NA
D0002304,Clinical advantages of dual activity in urticaria,complete,REVIEW,topic_unclear,temperature,Urticaria treatment study; mentions cold-induced urticaria and ice-cube test; quality of life signals mental health impact.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0002307,Effects of pentagastrin and the cold pressor test on the acoustic startle response and pupillary function in man,complete,REVIEW,topic_unclear,temperature,Cold pressor test is a manufactured cold exposure; no natural hazard topic apparent.,"{""temperature"":""EXCLUDE""}","{""temperature"":""wrong_exposure""}",title_abstract,,
