dedup_id,title,status,decision,decision_basis,candidate_topics,reason,module_decisions,module_exclusion_codes,screening_mode,title_only_decision,title_only_exclusion_code
D0008029,Hospital flood preparedness and flood-related psychological consequences in 15 provinces in central Thailand after implementation of a national guideline.,complete,REVIEW,title_only_unclear,,"Title suggests flood-related psychological consequences, but no abstract; potential relevance and design unclear.",{},{},title_only,REVIEW,NA
D0008115,Temperature sensitivity in indigenous Australians.,complete,REVIEW,title_only_unclear,,Title suggests temperature exposure but mental-health outcome is unclear.,{},{},title_only,REVIEW,NA
D0008215,Use of outpatient mental health services by homeless veterans after hurricanes,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Hurricane exposure and mental health service use study; design not clearly stated.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0008270,Mitigating flood exposure: Reducing disaster risk and trauma signature.,complete,REVIEW,title_only_unclear,,Title suggests flood exposure and trauma but lacks abstract; potential relevance cannot be assessed.,{},{},title_only,REVIEW,NA
D0008292,Family influences on the long term post-disaster recovery of Puerto Rican youth,complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Hurricane exposure and internalizing outcomes, but cross-sectional design unclear for exposure contrast.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0008294,The impact of the San Diego wildfires on a general mental health population residing in evacuation areas,complete,REVIEW,eligibility_unclear,wildfire,wildfire: REVIEW - Post-wildfire cross-sectional survey comparing evacuation areas; design and outcome need human review.,"{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0008353,Patterns and predictors of primary mental health service use following bushfire and flood disasters.,complete,REVIEW,eligibility_unclear,wildfire|flood|cyclone,"wildfire: REVIEW - Repeated post-event follow-up without pre-event baseline; design unclear for hazard-outcome effect. | flood: REVIEW - Post-disaster service use study comparing bushfire and flood/cyclone; no pre-event baseline, design unclear. | cyclone: REVIEW - Cyclone exposure pooled with flood; hazard-specific effects unclear, design lacks clear pre/post comparison.","{""cyclone"":""REVIEW"",""flood"":""REVIEW"",""wildfire"":""REVIEW""}","{""cyclone"":""NA"",""flood"":""NA"",""wildfire"":""NA""}",title_abstract,,
D0008390,Mental health and general wellness in the aftermath of Hurricane Ike,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Three-wave post-disaster study without pre-event baseline; design ambiguity regarding hazard-outcome estimation.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0008459,Emergency planning: Be prepared.,complete,REVIEW,title_only_unclear,,"Title only: general emergency planning, no clear hazard, outcome, or design.",{},{},title_only,REVIEW,NA
D0008524,Maternal posttraumatic stress disorder symptom trajectories following Hurricane Katrina: An initial examination of the impact of maternal trajectories on the well-being of disaster-exposed youth,complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Longitudinal post-disaster PTSD trajectory study, but no pre-event baseline; per criteria REVIEW.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0008603,Climate change: The next challenge for public mental health?,complete,REVIEW,topic_unclear,,Climate change and mental health; no specific hazard type identified.,{},{},title_abstract,,
D0008662,One-year follow up of PTSD and depression in elderly aboriginal people in Taiwan after Typhoon Morakot,complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Repeated post-event follow-ups of Typhoon Morakot survivors measuring PTSD/depression, but no pre-event baseline or hazard contrast.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0008664,Clearing the smoke.,complete,REVIEW,title_only_unclear,,Title is ambiguous; no abstract available to assess eligibility.,{},{},title_only,REVIEW,NA
D0008743,Fear of aging moderates post-traumatic stress disorder symptoms among older adults exposed to Hurricane Sandy,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Hurricane Sandy exposure and PTSD symptoms; design not described clearly.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0008807,The effect of the postdisaster context on the assessment of individual mental health scores,complete,REVIEW,eligibility_unclear,flood,"flood: REVIEW - Flood-affected vs nonaffected comparison with anxiety/depression scores, but design/methodological focus is ambiguous.","{""flood"":""REVIEW""}","{""flood"":""NA""}",title_abstract,,
D0008808,"Posttraumatic recovery to distress symptoms ratio: A mediator of the links between gender, exposure to fire, economic condition, and three indices of resilience to fire disaster",complete,REVIEW,topic_unclear,,"Fire disaster exposure; unspecified whether wildfire, the only registered fire-related hazard.",{},{},title_abstract,,
D0008894,Assessment of early impact of Cyclone Thane on physical and psychosocial environment.,complete,REVIEW,title_only_unclear,,Title mentions cyclone but outcome 'psychosocial environment' ambiguous; design unstated.,{},{},title_only,REVIEW,NA
D0008908,Disaster response or response as disaster?,complete,REVIEW,title_only_unclear,,"Title ambiguous, no abstract; unclear exposure/outcome/design.",{},{},title_only,REVIEW,NA
D0009020,Disaster health after the 2011 Great East Japan earthquake,complete,REVIEW,topic_unclear,temperature,Mental health research after the 2011 earthquake; earthquake disaster exposure is not covered by registered topics.,"{""temperature"":""EXCLUDE""}","{""temperature"":""non_original""}",title_abstract,,
D0009025,Solastalgia: Living with the environmental damage caused by natural disasters,complete,REVIEW,topic_unclear,drought,"Solastalgia after natural disasters; disaster type unspecified (volcano example), drought mention is incidental.","{""drought"":""EXCLUDE""}","{""drought"":""not_human_empirical""}",title_abstract,,
D0009072,Impacts of extreme weather on the health and well-being of people who are homeless,complete,REVIEW,topic_unclear,,Extreme weather health impacts on homeless; specific hazard type not identified.,{},{},title_abstract,,
D0009117,Understanding resilience and other trajectories of psychological distress: A mixed-methods study of low-income mothers who survived Hurricane Katrina,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Longitudinal trajectory study of Hurricane Katrina survivors lacks clear pre-event baseline or exposure contrast.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0009118,Hurricane Katrina: Maternal depression trajectories and child outcomes,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Longitudinal study of maternal depression after Hurricane Katrina; repeated post-event follow-ups without baseline or clear exposure contrast.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0009218,Climate change and psychiatry.,complete,REVIEW,title_only_unclear,,Title suggests general discussion of climate change and psychiatry; insufficient detail.,{},{},title_only,REVIEW,NA
D0009340,Dispositional mindfulness in trauma recovery: Prospective relations and mediating mechanisms,complete,REVIEW,topic_unclear,,Disaster-related trauma exposure; disaster type is not identified.,{},{},title_abstract,,
D0009417,Hurricane Katrina's psychological scars revealed.,complete,REVIEW,title_only_unclear,,Title suggests hurricane exposure and psychological outcome but provides no design or original-data details.,{},{},title_only,REVIEW,NA
D0009433,Factors contributing to mental and physical health care in a disaster-prone environment,complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Associations of hurricane loss with mental health via SEM; design unclear, likely cross-sectional, needs review.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0009730,"Posttraumatic stress, anxiety, and depression symptoms among children after Hurricane Katrina: A latent profile analysis",complete,REVIEW,eligibility_unclear,cyclone,"cyclone: REVIEW - Post-Katrina longitudinal study of distress patterns, but no pre-event baseline or hazard variation.","{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0009755,Patterns and predictors of primary mental health service use following bushfire and flood disasters,complete,REVIEW,eligibility_unclear,wildfire|flood|cyclone,wildfire: REVIEW - Post-disaster service use comparison without pre-event baseline; design ambiguous for causal inference. | flood: EXCLUDE - Descriptive post-disaster service use study with no exposure contrast or pre-disaster comparison. | cyclone: EXCLUDE - Descriptive post-disaster service-use study without pre-event baseline or hazard variation contrast.,"{""cyclone"":""EXCLUDE"",""flood"":""EXCLUDE"",""wildfire"":""REVIEW""}","{""cyclone"":""wrong_design"",""flood"":""wrong_design"",""wildfire"":""NA""}",title_abstract,,
D0009850,Relationships among stress coping styles and pregnancy complications among women exposed to Hurricane Katrina,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Design stated as cross-sectional/prospective but unclear; outcome includes perceived stress associated with hurricane exposure.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0009935,The role of anger and ongoing stressors in mental health following a natural disaster,complete,REVIEW,eligibility_unclear,wildfire,"wildfire: REVIEW - Bushfire exposure and mental health outcomes are measured, but temporal design is ambiguous.","{""wildfire"":""REVIEW""}","{""wildfire"":""NA""}",title_abstract,,
D0010001,Evaluating emergency preparedness and impact of a hurricane sandy in pediatric patients with diabetes.,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Cross-sectional two-site survey comparing PTSD after Hurricane Sandy; exposure contrast plausible but design eligibility unclear.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
D0010158,Primed for pain.,complete,REVIEW,title_only_unclear,,"Title ambiguous, no abstract.",{},{},title_only,REVIEW,NA
D0010233,"Hospitalizations for Substance Abuse Disorders Before and After Hurricane Katrina: Spatial Clustering and Area-Level Predictors, New Orleans, 2004 and 2008.",complete,REVIEW,eligibility_unclear,cyclone|flood,cyclone: REVIEW - Before/after hurricane study of substance abuse hospitalizations; outcome eligibility and causal design unclear. | flood: REVIEW - Flood exposure and substance abuse hospitalizations pre/post Hurricane Katrina; design is ambiguous ecological pre-post.,"{""cyclone"":""REVIEW"",""flood"":""REVIEW""}","{""cyclone"":""NA"",""flood"":""NA""}",title_abstract,,
D0010239,The importance of humidity in the relationship between heat and population mental health: Evidence from Australia,complete,REVIEW,eligibility_unclear,temperature,temperature: REVIEW - Cross-sectional logit models of temperature and distress; design not explicitly longitudinal or quasi-experimental.,"{""temperature"":""REVIEW""}","{""temperature"":""NA""}",title_abstract,,
D0010267,Extreme weather events in developing countries and related injuries and mental health disorders - A systematic review,complete,REVIEW,topic_unclear,,Extreme weather events and mental health; specific hazard type is not identified.,{},{},title_abstract,,
D0010288,A Systematic Review of Health Outcomes Among Disaster and Humanitarian Responders.,complete,REVIEW,topic_unclear,,Responders to various disasters/conflicts; mental health outcomes but hazard type unspecified.,{},{},title_abstract,,
D0010311,Cold feet.,complete,REVIEW,title_only_unclear,,Title is too ambiguous to determine eligibility; no abstract available.,{},{},title_only,REVIEW,NA
D0010349,Mapping concentrations of posttraumatic stress and depression trajectories following Hurricane Ike.,complete,REVIEW,eligibility_unclear,cyclone,cyclone: REVIEW - Longitudinal study of Hurricane Ike-affected population; design unclear if it estimates hazard effect.,"{""cyclone"":""REVIEW""}","{""cyclone"":""NA""}",title_abstract,,
