source_row,dedup_id,title,year,journal,candidate_topics,strict_decision,primary_topic,exposure_measurement,design_class,counterfactual_status,effect_extractability,outcome_status,primary_reason_code,confidence,reason,full_text_checks,overlap_flag,screener_model,criteria_version
64,D0005538,"PTSD in Vietnamese Americans following Hurricane Katrina: Prevalence, patterns, and predictors",2009,Journal of Traumatic Stress,cyclone|flood,NARRATIVE_ONLY,cyclone,self_report_only,post_event_only,no,unclear,eligible,self_report_exposure_only,high,"The cohort existed before Katrina, but PTSD was assessed only afterward and related to reported floodwater exposure, property loss, and subjective trauma.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
65,D0005638,Combined effects of Hurricane Katrina and Hurricane Gustav on the mental health of mothers of small children,2011,Journal of Psychiatric and Mental Health Nursing,cyclone,NARRATIVE_ONLY,cyclone,self_report_only,longitudinal_with_prebaseline,yes,unclear,eligible,self_report_exposure_only,high,"Repeated mental-health data were available, but Katrina and Gustav severity was defined through reported injury, danger, and damage without external hazard linkage.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
66,D0005642,Emergency department patient presentations during the 2009 heatwaves in Adelaide,2010,Collegian,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"ED presentations during two defined heatwaves are compared with periods before and after, but no quantitative mental-health result or uncertainty is reported.",Extract heatwave effects and uncertainty for eligible mental-health ED presentations.,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
67,D0005668,"Resource loss, resource gain, and mental health among survivors of Hurricane Katrina",2010,Journal of Traumatic Stress,cyclone,EXCLUDE,cyclone,self_report_only,longitudinal_with_prebaseline,yes,unclear,eligible,wrong_exposure,high,The explanatory variables are post-hurricane resource loss and gain; disaster exposure is controlled as a covariate rather than estimated as the main hazard effect.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
68,D0005770,After Hurricanes Katrina and Rita: Gender differences in health and religiosity in middle-aged and older adults,2010,Health Care for Women International,cyclone,NARRATIVE_ONLY,cyclone,objective_or_verifiable,longitudinal_with_prebaseline,no,not_extractable,eligible,descriptive_or_predictor_only,high,"The pre/post analysis reports gender differences and religiosity correlations, not an estimated hurricane effect on an eligible mental-health outcome.",,none_identified,gpt-5.6-sol,strict-inc-v1.0
69,D0005795,Trends in serious emotional disturbance among youths exposed to Hurricane Katrina,2010,Journal of the American Academy of Child & Adolescent Psychiatry,cyclone,NARRATIVE_ONLY,cyclone,self_report_only,post_event_only,no,unclear,eligible,no_pre_event_baseline,high,"Youth functioning was reported at two post-Katrina waves; the pre-hurricane prevalence is an external national estimate, not a measured cohort baseline.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
70,D0005807,Intrusive thoughts and young children's knowledge about thinking following a natural disaster,2010,Journal of Child Psychology and Psychiatry,cyclone,NARRATIVE_ONLY,cyclone,objective_or_verifiable,cross_sectional,no,unclear,eligible,cross_sectional,high,"Children were surveyed once ten months after Katrina and compared with nonexposed children, with no pre-event outcome.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
71,D0005830,"Children as bellwethers of recovery: Dysfunctional systems and the effects of parents, households, and neighborhoods on serious emotional disturbance in children after Hurricane Katrina",2010,Disaster Medicine and Public Health Preparedness,cyclone,NARRATIVE_ONLY,cyclone,objective_or_verifiable,post_event_only,no,unclear,eligible,no_pre_event_baseline,high,The analysis mainly uses the fourth post-Katrina wave and compares children with an external pre-Katrina cohort; no within-cohort pre-event outcome is described.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
72,D0005849,Hurricane Katrina experience and the risk of post-traumatic stress disorder and depression among pregnant women.,2010,American Journal of Disaster Medicine,cyclone,NARRATIVE_ONLY,cyclone,self_report_only,post_event_only,no,reported_with_uncertainty,eligible,self_report_exposure_only,high,PTSD and depression were compared by women's reported severe hurricane experiences after Katrina; no objective exposure linkage or pre-event outcome is given.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
73,D0005869,The influence of several changes in atmospheric states over semi-arid areas on the incidence of mental health disorders,2011,International Journal of Biometeorology,temperature,FULLTEXT_REVIEW,temperature,unclear,time_series,yes,unclear,eligible,unclear_effect_extractability,medium,"Administrative suicide attempts and psychotic attacks vary with meteorological states, including temperature, but exposure sources and an extractable temperature effect with uncertainty are absent.",Verify objective temperature data and a separable temperature effect. | Extract adjusted effects and uncertainty.,none_identified,gpt-5.6-sol,strict-inc-v1.0
74,D0005875,Pre-hurricane perceived social support protects against psychological distress: A longitudinal analysis of low-income mothers,2010,Journal of Consulting and Clinical Psychology,cyclone,NARRATIVE_ONLY,cyclone,self_report_only,longitudinal_with_prebaseline,yes,unclear,eligible,self_report_exposure_only,high,"Pre/post distress was measured, but hurricane exposure is represented by reported stressors and the analysis primarily estimates social-support pathways.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
75,D0005954,The impact of Hurricane Katrina on the mental and physical health of low-income parents in New Orleans,2010,American Journal of Orthopsychiatry,cyclone,FULLTEXT_REVIEW,cyclone,unclear,longitudinal_with_prebaseline,yes,unclear,eligible,unclear_effect_extractability,medium,"Mental health changed from a baseline among Katrina-exposed parents, but hazard measurement and an extractable event effect with uncertainty are not specified.",Clarify the objective event contrast versus self-reported stressors and loss. | Extract the pre/post hurricane effect and uncertainty.,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
76,D0005997,Emotional and biological stress measures in Katrina survivors relocated to Oklahoma.,2010,American journal of disaster medicine,cyclone,NARRATIVE_ONLY,cyclone,objective_or_verifiable,cross_sectional,no,reported_with_uncertainty,eligible,cross_sectional,high,"Relocated Katrina survivors and matched controls were assessed 20 months after the event, with no pre-event mental-health outcome.",,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
77,D0006029,Loss of resources and hurricane experience as predictors of postpartum depression among women in Southern Louisiana,2010,Journal of Women's Health,cyclone|flood,NARRATIVE_ONLY,cyclone,self_report_only,post_event_only,no,unclear,eligible,self_report_exposure_only,high,Depression at six and 12 months postpartum was related to a self-reported hurricane experience score; no pre-event outcome or external exposure linkage is described.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
78,D0006255,The burdens of social capital: How socially-involved people dealt with stress after Hurricane Katrina,2012,Social Science Research,cyclone,EXCLUDE,cyclone,objective_or_verifiable,panel_fixed_effects,unclear,unclear,eligible,wrong_exposure,high,The study's explanatory focus is social capital and post-Katrina stress trajectories; the hurricane is the setting rather than the estimated primary exposure.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
79,D0006301,"Heat and health in Adelaide, South Australia: Assessment of heat thresholds and temperature relationships",2012,Science of the Total Environment,temperature,META_ELIGIBLE,temperature,objective_or_verifiable,time_series,yes,reported_with_uncertainty,eligible,eligible,high,Daily temperatures and administrative outcomes over 1993-2009 are modeled with pollution adjustment; mental-health admissions have an IRR of 1.034 with a 95% CI.,,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
80,D0006320,Five years later: Recovery from post traumatic stress and psychological distress among low-income mothers affected by Hurricane Katrina,2012,Social Science & Medicine,cyclone,FULLTEXT_REVIEW,cyclone,unclear,longitudinal_with_prebaseline,yes,unclear,eligible,unclear_effect_extractability,medium,"The same mothers were surveyed before and twice after Katrina, but the abstract reports trajectories and stressor predictors without a hazard-effect estimate and uncertainty.",Determine whether an objective Katrina event effect is estimated separately from self-reported damage and trauma. | Extract effects and uncertainty.,potential_overlap,gpt-5.6-sol,strict-inc-v1.0
81,D0006400,Heat waves and cause-specific mortality at all ages,2011,Epidemiology,temperature,FULLTEXT_REVIEW,temperature,objective_or_verifiable,case_crossover,yes,unclear,eligible,unclear_effect_extractability,high,"A case-crossover design estimates extreme-heat mortality, including mental disorders and suicide, but no outcome-specific mental-health estimate or uncertainty is reported.",Extract heat effects and uncertainty separately for eligible mental-disorder and suicide outcomes.,none_identified,gpt-5.6-sol,strict-inc-v1.0
82,D0006473,"Impacts of flood on health: epidemiologic evidence from Hanoi, Vietnam.",2011,Global health action,flood,NARRATIVE_ONLY,flood,objective_or_verifiable,cross_sectional,no,unclear,unclear,cross_sectional,high,Households in more- and less-affected communes were interviewed once within a month of flooding; psychological problems were self-reported without a pre-event outcome.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
83,D0006619,Respiratory and mental health effects of wildfires: An ecological study in Galician municipalities (north-west Spain),2011,Environmental Health: A Global Access Science Source,wildfire,FULLTEXT_REVIEW,wildfire,objective_or_verifiable,quasi_experimental,yes,unclear,eligible,unclear_effect_extractability,high,"Affected and unaffected municipalities are compared across 12-month pre/post periods, but the abstract reports only a significant anxiolytic-hypnotic increase without magnitude or uncertainty.",Extract the controlled pre/post wildfire effect on anxiolytic-hypnotic use with uncertainty.,none_identified,gpt-5.6-sol,strict-inc-v1.0
84,D0006742,Psychosocial impact of the summer 2007 floods in England.,2011,BMC public health,flood,NARRATIVE_ONLY,flood,self_report_only,cross_sectional,no,reported_with_uncertainty,eligible,cross_sectional,high,The population surveys measured floodwater exposure and mental symptoms after the 2007 floods only; adjusted post-event associations lack a pre-event outcome.,,none_identified,gpt-5.6-sol,strict-inc-v1.0
