dedup_id,title,candidate_topics,mental_health_signal,final_decision,one_line_reason,per_topic,model_name,criteria_version,screened_at
D0053009,Efficiency of PGK1 proteins delivered to the brain via a liposomal system through intranasal route administration for the treatment of spinocerebellar ataxia ty,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:06
D0081650,Lower PTIP expression in appendiceal cancer is linked to oxaliplatin based HIPEC therapy resistance in patient derived tumor organoids,,no,EXCLUDE (no eligible topic),Temperature is mentioned but not in a clear hazard context.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:08
D0118869,Pathogenic bacteria: How to get them back into the line of fire?,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:11
D0019142,"Protocol Study: Resistance Training Program, Nutritional, Sleep, and Screen Use Recommendations in Schoolchildren from Educational Centers in the Extreme South ",,no,EXCLUDE (no eligible topic),Only mentions cold weather without clear hazard context.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:13
D0051796,Inhibition of zDHHC7-driven protein S-palmitoylation prevents cognitive deficits in an experimental model of Alzheimer’s disease,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:16
D0120646,Management of patients with left ventricular assist devices during natural disasters,cyclone,no,EXCLUDE,cyclone:EXCLUDE,"{""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcomes reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:20
D0056686,Students’ Perceptions of Campus Green Open Space Patronage in a Nigerian University,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No eligible temperature exposure or mental health outcome.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:25
D0012795,Predictors of youth e-cigarette use susceptibility in a U.S. nationally representative sample.,,yes,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:28
D0083390,"Dual inhibition of BRAF and mTOR in BRAFV600E-mutant pediatric, adolescent, and young adult brain tumors",,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:30
D0110614,Presence of enterotoxin genes in Klebsiella strains isolated from children with diarrhea,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:32
D0041321,A new analysis of wind on chloride deposition for long-term aerosol chloride deposition monitoring with weekly sampling frequency,,no,EXCLUDE (no eligible topic),No specific hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:38
D0081657,A review on β-carboline alkaloids and their distribution in foodstuffs: A class of potential functional components or not?,,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:40
D0011797,Effect of,,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:43
D0054090,Editorial: Exploring the effects of human activities and climate change on soil microorganisms in grasslands,,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:45
D0068621,"GSK-3β, a therapeutic target for cardiomyocyte protection",,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:48
D0029436,Projection bias in catalog orders,,no,EXCLUDE (no eligible topic),No eligible hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:50
D0049873,Quantification of visual thermal perception changes in a wooden interior environment using physiological responses and immersive virtual environment,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:55
D0122982,Neuroprotection and enhancement of cognition of sildenafil in noise-exposed stress mice,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:15:58
D0042359,"Disaster Resilience Education (DRE) Programmes in Schools: A Case Study in Kelantan, Malaysia",flood,no,EXCLUDE,flood:EXCLUDE,"{""flood"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:03
D0011467,The Specific Vulnerabilities of Cancer Cells to the Cold Atmospheric Plasma-Stimulated Solutions,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:06
D0121331,Expression of hemeoxygenase-1 in brain of late-onset Alzheimer's disease,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:08
D0072213,Neuroinflammation and autism: Toward mechanisms and treatments,,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:11
D0051869,An Asymmetric Model of the Tropical Cyclone Surface Wind Field and Probabilistic Climatology of Structural Parameters,cyclone,no,EXCLUDE,cyclone:EXCLUDE,"{""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:15
D0077697,A unique case of acute liver injury due to severe epstein-barr virus infection,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:17
D0120297,Heart disease & the workplace,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:20
D0045615,A Solution-Processable Polymer-Based Thin-Film Thermoelectric Generator,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:22
D0026430,Effect of CO2 gas warming on pain after laparoscopic surgery: A randomized double-blind controlled trial,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:24
D0043738,Analysis of geothermal resources potential for hot dry rock in the Subei Basin,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:27
D0074331,Use of temperature-controlled laminar airflow in the management of atopic asthma: Clinical evidence and experience,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:29
D0116341,Exposure techniques in the reduction of fear: A comparative review of the procedure in animals and humans,,yes,EXCLUDE (no eligible topic),"No specific climate hazard is mentioned, but there is a mental health signal.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:32
D0077692,Putting out fires: Assessing burnout within an infectious diseases fellowship at an academic medical center,,yes,EXCLUDE (no eligible topic),"No specific climate hazard mentioned, but mental health concerns are present.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:34
D0085230,MISSED OPPORTUNITIES AND ECHOCARDIOGRAPHIC EVIDENCE OF PULMONARY HYPERTENSION: A QUALITY-IMPROVEMENT TASK FORCE TO TRIGGER EARLY REFERRAL,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:37
D0040111,The dependency approach,,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:39
D0036790,Securing African forests for future drier climates: applying ecophysiology in tree improvement,drought,no,EXCLUDE,drought:EXCLUDE,"{""drought"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No measured mental-health outcome reported.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:43
D0109010,Physiological traits associated with yield performance of spring wheat (Triticum aestivum) under late-sown conditions,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:46
D0036843,Detecting the structure of the mantle transition zone in Japan subduction zone from the waveform triplications,,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:48
D0124747,Chinese Herbal Medicine for the Treatment of Psoriasis Vulgaris: a Real World Study,,no,EXCLUDE (no eligible topic),No relevant hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:50
D0125739,Comparing the Effectiveness of Safety Planning Plus Follow-Up From a Suicide Prevention Hotline (SPI+) vs Safety Planning Plus Caring Contacts (SP+CC) Among Adu,,yes,EXCLUDE (no eligible topic),"No specific hazard topic mentioned, but mental health signal present.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:53
D0027744,"Vegetation of inland endorheic pans in the North-West Province, South Africa",,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:55
D0047903,"Mechanisms for the anisotropic enrichment of organic matter in saline lake basin: A case study of the Early Eocene Dongpu Depression, eastern China",,no,EXCLUDE (no eligible topic),No relevant hazard topics or mental health signals present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:16:57
D0046445,Silvopastoralism and the shaping of forest patches in the Atacama Desert during the Formative Period (ca. 3000–1500 years BP),,no,EXCLUDE (no eligible topic),No specific hazard topics are mentioned in the record.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:17:00
D0111093,"Cosmetic concerns in melasma, Part 1: Pathogenesis and clinical considerations",,yes,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:17:02
D0044702,A study of effect and safety of different heating methods in continuous renal replacement therapy treatment,,no,EXCLUDE (no eligible topic),"The study focuses on temperature monitoring in a medical context, not environmental hazards.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:17:05
D0061189,Effect of cryoprotectants on the activity of hemolymph nucleating agents in physical solutions,,no,EXCLUDE (no eligible topic),No relevant climate hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:17:07
D0116036,Outpatient management of burns,,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:17:09
D0110470,"Globalization: Understanding, management and effects 2009",,no,EXCLUDE (no eligible topic),No specific hazard or mental health signal present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:17:11
D0014132,Longitudinal phenotypes of respiratory health in a high-risk urban birth cohort,,yes,EXCLUDE (no eligible topic),"No specific hazard topics mentioned, but mental health signals present.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:17:13
D0079254,Passive enhanced safety surveillance in children receiving Fluenz® Tetra vaccination in England during the early 2017-2018 influenza season,,no,EXCLUDE (no eligible topic),No relevant climate hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:17:16
D0003338,Chronic treatment with antipsychotics enhances intraoperative core hypothermia.,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Measured outcomes are related to physical health, not mental health.""}}",gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:17:20
D0121352,"Smoking cessation changes basic metabolism, body weight, leptin and insulin levels, adipose tissue percentage, index of insulin resistance and index of insulin ",,no,EXCLUDE (no eligible topic),No eligible hazard topics present.,{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:17:23
D0129101,Investigating the mechanisms and consequences of repetitive negative thinking,,yes,EXCLUDE (no eligible topic),"No specific climate hazard mentioned, but mental health concerns are present.",{},gpt-4o-mini,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T06:17:25
