dedup_id,title,candidate_topics,mental_health_signal,final_decision,one_line_reason,per_topic,model_name,criteria_version,screened_at
D0031121,Uniformed rescue workers responding to disaster,,yes,HUMAN_REVIEW (no topic),No specific hazard named; generic disaster with mental health focus.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:42:53
D0002505,Abuse of Coricidin HBP Cough & Cold tablets: Episodes recorded by a poison center,,yes,EXCLUDE (no eligible topic),No mention of climate hazard; drug abuse study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:42:59
D0017866,Incidence and factors impacting PTSD following the 2005 Eyre Peninsula bushfires in South Australia – A 7 year follow up study,wildfire,yes,INCLUDE,wildfire:INCLUDE,"{""wildfire"": {""decision"": ""INCLUDE"", ""review_flag"": false, ""reason"": ""7-year follow-up study of PTSD incidence after 2005 bushfire.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:05
D0094296,Olfactorymarkers using ScentAware in LMICs,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal present.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:09
D0053009,Efficiency of PGK1 proteins delivered to the brain via a liposomal system through intranasal route administration for the treatment of spinocerebellar ataxia ty,,no,EXCLUDE (no eligible topic),Record about SCA3 treatment; no climate hazard or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:13
D0081650,Lower PTIP expression in appendiceal cancer is linked to oxaliplatin based HIPEC therapy resistance in patient derived tumor organoids,,no,EXCLUDE (no eligible topic),"Hyperthermia in HIPEC is medical, not environmental; no other hazard present.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:18
D0118869,Pathogenic bacteria: How to get them back into the line of fire?,,no,EXCLUDE (no eligible topic),Title is metaphorical; no hazard or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:21
D0019142,"Protocol Study: Resistance Training Program, Nutritional, Sleep, and Screen Use Recommendations in Schoolchildren from Educational Centers in the Extreme South ",,no,EXCLUDE (no eligible topic),No climate hazard exposure or mental health outcome; protocol study on lifestyle interventions in cold climate region.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:27
D0051796,Inhibition of zDHHC7-driven protein S-palmitoylation prevents cognitive deficits in an experimental model of Alzheimer’s disease,,no,EXCLUDE (no eligible topic),No climate hazard or environmental exposure mentioned; topic is Alzheimer's disease.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:31
D0120646,Management of patients with left ventricular assist devices during natural disasters,cyclone,no,EXCLUDE,cyclone:EXCLUDE,"{""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""No mental health outcome measured; only patient safety and satisfaction.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:38
D0056686,Students’ Perceptions of Campus Green Open Space Patronage in a Nigerian University,,no,EXCLUDE (no eligible topic),"Abstract discusses green space benefits, not hazard exposure; no mental health signal.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:44
D0012795,Predictors of youth e-cigarette use susceptibility in a U.S. nationally representative sample.,,no,EXCLUDE (no eligible topic),No climate hazard topic present; record unrelated to climate hazards.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:49
D0083390,"Dual inhibition of BRAF and mTOR in BRAFV600E-mutant pediatric, adolescent, and young adult brain tumors",,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal in title/abstract.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:53
D0110614,Presence of enterotoxin genes in Klebsiella strains isolated from children with diarrhea,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; study on enterotoxin genes in Klebsiella.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:43:56
D0041321,A new analysis of wind on chloride deposition for long-term aerosol chloride deposition monitoring with weekly sampling frequency,,no,EXCLUDE (no eligible topic),No eligible hazard exposure or mental health signal; focus is on chloride deposition monitoring.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:44:01
D0081657,A review on β-carboline alkaloids and their distribution in foodstuffs: A class of potential functional components or not?,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; record about food alkaloids and depression treatment.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:44:16
D0011797,Effect of,,no,EXCLUDE (no eligible topic),Insufficient information in title/abstract.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:44:19
D0054090,Editorial: Exploring the effects of human activities and climate change on soil microorganisms in grasslands,,no,EXCLUDE (no eligible topic),"No specific climate hazard; topic is soil microbiology, no human population or mental health signal.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:44:25
D0068621,"GSK-3β, a therapeutic target for cardiomyocyte protection",,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; molecular cardiology study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:44:29
D0029436,Projection bias in catalog orders,temperature,no,EXCLUDE,temperature:EXCLUDE,"{""temperature"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Outcome is catalog order return probability, not mental health.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:44:39
D0049873,Quantification of visual thermal perception changes in a wooden interior environment using physiological responses and immersive virtual environment,,no,EXCLUDE (no eligible topic),"Study on visual thermal perception in VR wooden interior, no ambient hazard exposure.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:44:43
D0122982,Neuroprotection and enhancement of cognition of sildenafil in noise-exposed stress mice,,no,EXCLUDE (no eligible topic),No climate hazard; noise exposure in mice.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:44:47
D0042359,"Disaster Resilience Education (DRE) Programmes in Schools: A Case Study in Kelantan, Malaysia",flood,unclear,EXCLUDE,flood:EXCLUDE,"{""flood"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Study explores disaster resilience education awareness, not mental health outcomes.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:44:57
D0011467,The Specific Vulnerabilities of Cancer Cells to the Cold Atmospheric Plasma-Stimulated Solutions,,no,EXCLUDE (no eligible topic),"Record discusses cold atmospheric plasma as cancer treatment, not climate hazard.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:01
D0121331,Expression of hemeoxygenase-1 in brain of late-onset Alzheimer's disease,,no,EXCLUDE (no eligible topic),No climate hazard exposure; study on heat shock protein in Alzheimer's.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:06
D0072213,Neuroinflammation and autism: Toward mechanisms and treatments,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal in title; abstract missing.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:09
D0051869,An Asymmetric Model of the Tropical Cyclone Surface Wind Field and Probabilistic Climatology of Structural Parameters,cyclone,no,EXCLUDE,cyclone:EXCLUDE,"{""cyclone"": {""decision"": ""EXCLUDE"", ""review_flag"": false, ""reason"": ""Meteorological modeling only; no mental health outcome.""}}",deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:15
D0077697,A unique case of acute liver injury due to severe epstein-barr virus infection,,no,EXCLUDE (no eligible topic),No environmental hazard exposure; case report of EBV hepatitis.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:18
D0120297,Heart disease & the workplace,,no,EXCLUDE (no eligible topic),No hazard or mental health topic in title.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:23
D0045615,A Solution-Processable Polymer-Based Thin-Film Thermoelectric Generator,,no,EXCLUDE (no eligible topic),"Record is about thermoelectric generator materials, not climate hazard or mental health.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:27
D0026430,Effect of CO2 gas warming on pain after laparoscopic surgery: A randomized double-blind controlled trial,,no,EXCLUDE (no eligible topic),No environmental hazard exposure; focuses on surgical gas temperature.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:30
D0043738,Analysis of geothermal resources potential for hot dry rock in the Subei Basin,,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health; topic is geothermal energy.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:34
D0074331,Use of temperature-controlled laminar airflow in the management of atopic asthma: Clinical evidence and experience,,no,EXCLUDE (no eligible topic),"No climate hazard mentioned; temperature-controlled refers to device, not ambient exposure.",{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:37
D0116341,Exposure techniques in the reduction of fear: A comparative review of the procedure in animals and humans,,unclear,EXCLUDE (no eligible topic),No climate hazard mentioned; record focuses on exposure therapy for phobias.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:41
D0077692,Putting out fires: Assessing burnout within an infectious diseases fellowship at an academic medical center,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; focus is on job burnout in physicians.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:45
D0085230,MISSED OPPORTUNITIES AND ECHOCARDIOGRAPHIC EVIDENCE OF PULMONARY HYPERTENSION: A QUALITY-IMPROVEMENT TASK FORCE TO TRIGGER EARLY REFERRAL,,no,EXCLUDE (no eligible topic),No climate hazard exposure mentioned; solely medical/quality improvement.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:48
D0040111,The dependency approach,,no,EXCLUDE (no eligible topic),No mention of climate hazards or mental health.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:51
D0036790,Securing African forests for future drier climates: applying ecophysiology in tree improvement,,no,EXCLUDE (no eligible topic),No human mental health or hazard exposure signal; plant ecophysiology study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:45:57
D0109010,Physiological traits associated with yield performance of spring wheat (Triticum aestivum) under late-sown conditions,,no,EXCLUDE (no eligible topic),Plant study on wheat yield under late sowing; no human exposure or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:46:00
D0036843,Detecting the structure of the mantle transition zone in Japan subduction zone from the waveform triplications,,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; seismology only.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:46:03
D0124747,Chinese Herbal Medicine for the Treatment of Psoriasis Vulgaris: a Real World Study,,no,EXCLUDE (no eligible topic),No climate hazard or mental health mention.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:46:09
D0125739,Comparing the Effectiveness of Safety Planning Plus Follow-Up From a Suicide Prevention Hotline (SPI+) vs Safety Planning Plus Caring Contacts (SP+CC) Among Adu,,yes,EXCLUDE (no eligible topic),No climate hazard mentioned; solely a suicide prevention intervention trial.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:46:12
D0027744,"Vegetation of inland endorheic pans in the North-West Province, South Africa",,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:46:16
D0047903,"Mechanisms for the anisotropic enrichment of organic matter in saline lake basin: A case study of the Early Eocene Dongpu Depression, eastern China",,no,EXCLUDE (no eligible topic),No climate hazard or mental health signal; purely geological study.,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:46:19
D0046445,Silvopastoralism and the shaping of forest patches in the Atacama Desert during the Formative Period (ca. 3000–1500 years BP),,no,EXCLUDE (no eligible topic),No climate hazard exposure; paleoecological study,{},deepseek-v4-flash,per-topic prompt set 00-05 v2 (outcome discipline),2026-07-19T07:46:23
