conflict_group,reason,dedup_id,source,source_id,doi,title,year,first_author
specificity and lack of specificity in psychiatric diseases,first_author_conflict,D0102445,Embase,L16785705,,Specificity and lack of specificity in psychiatric diseases,1986,Heimann
fibroblast growth factors in scleroderma,first_author_conflict,D0102446,PubMed,4093919,,Fibroblast growth factors in scleroderma.,1985,Potter SR
fibroblast growth factors in scleroderma,first_author_conflict,D0102447,Scopus,2-s2.0-0022396209,,Fibroblast growth factors in scleroderma,1985,Potter S.R.
fibroblast growth factors in scleroderma,first_author_conflict,D0102448,Embase,L16166458,,Fibroblast growth factors in scleroderma,1985,Potter
other forms of treatment for anxiety,first_author_conflict,D0102455,PubMed,2865824,,Other forms of treatment for anxiety.,1985,Pretorius HW
other forms of treatment for anxiety,first_author_conflict,D0102456,Scopus,2-s2.0-0022433013,,Other forms of treatment for anxiety.,1985,Pretorius H.
other forms of treatment for anxiety,first_author_conflict,D0102457,Embase,L15734587,,Other forms of treatment for anxiety.,1985,Pretorius
cryoconite holes on glaciers,first_author_conflict,D0102460,PubMed,11539025,,Cryoconite holes on glaciers.,1985,Wharton RA
cryoconite holes on glaciers,first_author_conflict,D0102461,Embase,L126294389,,Cryoconite holes on glaciers.,1985,Wharton Jr.
loss of suppressor t cell function and circulating immune complexes in alcoholic cirrhosis,first_author_conflict,D0102462,PubMed,2934964,,Loss of suppressor T cell function and circulating immune complexes in alcoholic cirrhosis.,1985,Echevarría S
loss of suppressor t cell function and circulating immune complexes in alcoholic cirrhosis,first_author_conflict,D0102463,Embase,L16655884,,Loss of suppressor T cell function and circulating immune complexes in alcoholic cirrhosis.,1985,Echevarría
psychotic reactions to a natural disaster hurricane alicia,first_author_conflict,D0102464,PubMed,4035599,,Psychotic reactions to a natural disaster: Hurricane Alicia.,1985,Carlson RJ
psychotic reactions to a natural disaster hurricane alicia,first_author_conflict,D0102465,Embase,L15032053,,Psychotic reactions to a natural disaster: hurricane Alicia,1985,Carlson
self preservation ability and residential fire emergencies replication and criterion validity study,first_author_conflict,D0102467,PubMed,4025407,,Self-preservation ability and residential fire emergencies: replication and criterion-validity study.,1985,MacEachron AE
self preservation ability and residential fire emergencies replication and criterion validity study,first_author_conflict,D0102468,Embase,L15715271,,Self-preservation ability and residential fire emergencies: replication and criterion-validity study.,1985,MacEachron
paternalistic vs egalitarian physician styles the treatment of patients in crisis,first_author_conflict,D0102469,PubMed,4009140,,Paternalistic vs egalitarian physician styles: the treatment of patients in crisis.,1985,LeBaron S
paternalistic vs egalitarian physician styles the treatment of patients in crisis,first_author_conflict,D0102470,Scopus,2-s2.0-0021814399,,Paternalistic vs egalitarian physician styles: The treatment of patients in crisis,1985,LeBaron S.
paternalistic vs egalitarian physician styles the treatment of patients in crisis,first_author_conflict,D0102471,Embase,L15064049,,Paternalistic vs egalitarian physician styles: The treatment of patients in crisis,1985,LeBaron
the moments of truth amid havoc,first_author_conflict,D0102473,PubMed,3849305,,The moments of truth amid havoc.,1985,Sharp P
the moments of truth amid havoc,first_author_conflict,D0102474,Embase,L15716339,,The moments of truth amid havoc.,1985,Sharp
a study of firesafety self preservation and community residences for the mentally retarded in new york state,first_author_conflict,D0102475,PubMed,10271789,,"A study of firesafety, self-preservation, and community residences for the mentally retarded in New York State.",1985,Janicki MP
a study of firesafety self preservation and community residences for the mentally retarded in new york state,first_author_conflict,D0102476,Embase,L15684088,,"A study of firesafety, self-preservation, and community residences for the mentally retarded in New York State.",1985,Janicki
understanding how mothers conceive of their children s illness a key to doctor patient communication,first_author_conflict,D0102478,PubMed,3843436,,Understanding how mothers conceive of their children's illness: a key to doctor-patient communication.,1985,Friend SH
understanding how mothers conceive of their children s illness a key to doctor patient communication,first_author_conflict,D0102479,Embase,L16141139,,Understanding how mothers conceive of their children's illness: A key to doctor-patient communication,1985,Friend
prevalence of mental disorders and risk factors in a population of a general medical practice,first_author_conflict,D0102482,PubMed,4050494,,[Prevalence of mental disorders and risk factors in a population of a general medical practice].,1985,Medina-Mora ME
prevalence of mental disorders and risk factors in a population of a general medical practice,first_author_conflict,D0102483,Scopus,2-s2.0-0022024408,,Prevalence of mental disorders and risk factors in a population of a general medical practice,1985,Medina-Mora M.
prevalence of mental disorders and risk factors in a population of a general medical practice,first_author_conflict,D0102484,Embase,L15725606,,Prevalence of mental disorders and risk factors in a population of a general medical practice,1985,Medina-Mora
job satisfaction prestige and the aftercare clinician,first_author_conflict,D0102485,PubMed,10314151,,"Job satisfaction, prestige, and the aftercare clinician.",1985,Benshoff DL
job satisfaction prestige and the aftercare clinician,first_author_conflict,D0102486,Scopus,2-s2.0-0022203359,,"Job satisfaction, prestige, and the aftercare clinician",1985,Benshoff D.
job satisfaction prestige and the aftercare clinician,first_author_conflict,D0102487,Embase,L16255352,,"Job satisfaction, prestige, and the aftercare clinician",1985,Benshoff
prazosin treatment of raynaud s phenomenon a double blind single crossover study,first_author_conflict,D0102488,PubMed,3884807,,Prazosin treatment of Raynaud's phenomenon: a double blind single crossover study.,1985,Russell IJ
prazosin treatment of raynaud s phenomenon a double blind single crossover study,first_author_conflict,D0102489,Scopus,2-s2.0-0022000442,,Prazosin treatment of Raynaud's phenomenon: A double blind single crossover study,1985,Russell I.J.
prazosin treatment of raynaud s phenomenon a double blind single crossover study,first_author_conflict,D0102490,Embase,L15131435,,Prazosin treatment of Raynaud's phenomenon: A double blind single crossover study,1985,Russell
relationship between low back pain and life stressing events among nigerian patients,first_author_conflict,D0102491,PubMed,3160867,,Relationship between low back pain and life-stressing events among Nigerian patients.,1985,Nwuga VC
relationship between low back pain and life stressing events among nigerian patients,first_author_conflict,D0102492,Scopus,2-s2.0-0022363738,,Relationship between low back pain and life-stressing events among Nigerian patients,1985,Nwuga V.
relationship between low back pain and life stressing events among nigerian patients,first_author_conflict,D0102493,Embase,L15246528,,Relationship between low back pain and life-stressing events among Nigerian patients,1985,Nwuga
natural disaster and mental disorders psychiatric study on nagasaki floods 1982,first_author_conflict,D0102494,PubMed,4059432,,[Natural disaster and mental disorders--psychiatric study on Nagasaki floods (1982)].,1985,Araki K
natural disaster and mental disorders psychiatric study on nagasaki floods 1982,first_author_conflict,D0102495,Scopus,2-s2.0-0021780858,,Natural disaster and mental disorders--psychiatric study on Nagasaki floods (1982),1985,Araki K.
natural disaster and mental disorders psychiatric study on nagasaki floods 1982,first_author_conflict,D0102496,Embase,L15733624,,Natural disaster and mental disorders--psychiatric study on Nagasaki floods (1982),1985,Araki
complement activation in acute glomerulonephritis in children,first_author_conflict,D0102497,PubMed,3997368,,Complement activation in acute glomerulonephritis in children.,1985,Levy M
complement activation in acute glomerulonephritis in children,first_author_conflict,D0102498,Scopus,2-s2.0-0022415931,,Complement activation in acute glomerulonephritis in children,1985,Levy M.
complement activation in acute glomerulonephritis in children,first_author_conflict,D0102499,Embase,L15120336,,Complement activation in acute glomerulonephritis in children,1985,Levy
1 of the methods of therapeutic action in neuroses,first_author_conflict,D0102500,PubMed,3984609,,[1 of the methods of therapeutic action in neuroses].,1985,Mugutdinov TM
1 of the methods of therapeutic action in neuroses,first_author_conflict,D0102501,Scopus,2-s2.0-0021935408,,1 of the methods of therapeutic action in neuroses,1985,Mugutdinov T.
a successful city wide smoke detector giveaway program,first_author_conflict,D0102502,PubMed,3966040,,A successful city-wide smoke detector giveaway program.,1985,Gorman RL
a successful city wide smoke detector giveaway program,first_author_conflict,D0102503,Embase,L15192223,,A successful city-wide smoke detector giveaway program,1985,Gorman
old familiar faces some aspects of the asylum era in britain part ii,first_author_conflict,D0102504,PubMed,3912764,,"Old familiar faces: some aspects of the asylum era in Britain, Part II.",1985,Hare EH
old familiar faces some aspects of the asylum era in britain part ii,first_author_conflict,D0102505,Scopus,2-s2.0-0022295248,,"Old familiar faces: some aspects of the asylum era in Britain, Part II.",1985,Hare E.
old familiar faces some aspects of the asylum era in britain part ii,first_author_conflict,D0102506,Embase,L16688627,,"Old familiar faces: some aspects of the asylum era in Britain, Part II.",1985,Hare
